x,y,height,momentum_x
0.005,0.005,7.38407,20.5666
0.015,0.005,7.3796,20.5922
0.025,0.005,7.37519,20.6174
0.035,0.005,7.37085,20.6421
0.045,0.005,7.36658,20.6664
0.055,0.005,7.36239,20.6903
0.065,0.005,7.35828,20.7137
0.075,0.005,7.35424,20.7366
0.085,0.005,7.35029,20.759
0.095,0.005,7.34642,20.7809
0.105,0.005,7.34264,20.8023
0.115,0.005,7.33895,20.8232
0.125,0.005,7.33534,20.8435
0.135,0.005,7.33183,20.8633
0.145,0.005,7.32841,20.8826
0.155,0.005,7.32509,20.9012
0.165,0.005,7.32187,20.9194
0.175,0.005,7.31875,20.9369
0.185,0.005,7.31572,20.9539
0.195,0.005,7.3128,20.9702
0.205,0.005,7.30998,20.986
0.215,0.005,7.30727,21.0012
0.225,0.005,7.30466,21.0158
0.235,0.005,7.30216,21.0297
0.245,0.005,7.29977,21.0431
0.255,0.005,7.29748,21.0559
0.265,0.005,7.29529,21.068
0.275,0.005,7.29322,21.0796
0.285,0.005,7.29124,21.0906
0.295,0.005,7.28937,21.101
0.305,0.005,7.28761,21.1108
0.315,0.005,7.28594,21.1201
0.325,0.005,7.28438,21.1288
0.335,0.005,7.28291,21.137
0.345,0.005,7.28153,21.1446
0.355,0.005,7.28025,21.1517
0.365,0.005,7.27906,21.1583
0.375,0.005,7.27796,21.1644
0.385,0.005,7.27694,21.1701
0.395,0.005,7.27599,21.1753
0.405,0.005,7.27513,21.1801
0.415,0.005,7.27434,21.1845
0.425,0.005,7.27362,21.1885
0.435,0.005,7.27296,21.1921
0.445,0.005,7.27237,21.1954
0.455,0.005,7.27183,21.1984
0.465,0.005,7.27135,21.201
0.475,0.005,7.27092,21.2034
0.485,0.005,7.27054,21.2056
0.495,0.005,7.2702,21.2074
0.505,0.005,7.2699,21.2091
0.515,0.005,7.26963,21.2106
0.525,0.005,7.2694,21.2119
0.535,0.005,7.2692,21.213
0.545,0.005,7.26903,21.2139
0.555,0.005,7.26888,21.2148
0.565,0.005,7.26876,21.2155
0.575,0.005,7.26865,21.2161
0.585,0.005,7.26856,21.2165
0.595,0.005,7.26849,21.217
0.605,0.005,7.26843,21.2173
0.615,0.005,7.26838,21.2176
0.625,0.005,7.26834,21.2178
0.635,0.005,7.26831,21.218
0.645,0.005,7.26829,21.2181
0.655,0.005,7.26827,21.2182
0.665,0.005,7.26826,21.2182
0.675,0.005,7.26826,21.2183
0.685,0.005,7.26826,21.2183
0.695,0.005,7.26826,21.2183
0.705,0.005,7.26826,21.2183
0.715,0.005,7.26827,21.2183
0.725,0.005,7.26827,21.2182
0.735,0.005,7.26828,21.2182
0.745,0.005,7.26829,21.2182
0.755,0.005,7.2683,21.2181
0.765,0.005,7.26831,21.2181
0.775,0.005,7.26831,21.2181
0.785,0.005,7.26832,21.218
0.795,0.005,7.26833,21.218
0.805,0.005,7.26834,21.2179
0.815,0.005,7.26835,21.2179
0.825,0.005,7.26836,21.2179
0.835,0.005,7.26837,21.2178
0.845,0.005,7.26838,21.2178
0.855,0.005,7.26838,21.2177
0.865,0.005,7.26839,21.2177
0.875,0.005,7.2684,21.2177
0.885,0.005,7.26841,21.2176
0.895,0.005,7.26841,21.2176
0.905,0.005,7.26842,21.2176
0.915,0.005,7.26842,21.2176
0.925,0.005,7.26843,21.2175
0.935,0.005,7.26843,21.2175
0.945,0.005,7.26844,21.2175
0.955,0.005,7.26844,21.2175
0.965,0.005,7.26845,21.2175
0.975,0.005,7.26845,21.2174
0.985,0.005,7.26846,21.2174
0.995,0.005,7.26846,21.2174
1.005,0.005,7.26846,21.2174
1.015,0.005,7.26847,21.2174
1.025,0.005,7.26847,21.2174
1.035,0.005,7.26848,21.2173
1.045,0.005,7.26848,21.2173
1.055,0.005,7.26849,21.2173
1.065,0.005,7.26849,21.2173
1.075,0.005,7.2685,21.2173
1.085,0.005,7.2685,21.2173
1.095,0.005,7.2685,21.2172
1.105,0.005,7.26851,21.2172
1.115,0.005,7.26851,21.2172
1.125,0.005,7.26852,21.2172
1.135,0.005,7.26852,21.2172
1.145,0.005,7.26853,21.2172
1.155,0.005,7.26853,21.2171
1.165,0.005,7.26854,21.2171
1.175,0.005,7.26854,21.2171
1.185,0.005,7.26854,21.2171
1.195,0.005,7.26855,21.2171
1.205,0.005,7.26855,21.2171
1.215,0.005,7.26856,21.217
1.225,0.005,7.26856,21.217
1.235,0.005,7.26857,21.217
1.245,0.005,7.26857,21.217
1.255,0.005,7.26858,21.217
1.265,0.005,7.26858,21.217
1.275,0.005,7.26859,21.217
1.285,0.005,7.26859,21.2169
1.295,0.005,7.2686,21.2169
1.305,0.005,7.2686,21.2169
1.315,0.005,7.2686,21.2169
1.325,0.005,7.2686,21.2169
1.335,0.005,7.2686,21.2169
1.345,0.005,7.26861,21.2169
1.355,0.005,7.26861,21.2169
1.365,0.005,7.26861,21.2169
1.375,0.005,7.26861,21.2169
1.385,0.005,7.26861,21.2169
1.395,0.005,7.26861,21.2169
1.405,0.005,7.26861,21.2169
1.415,0.005,7.26861,21.2169
1.425,0.005,7.26862,21.2169
1.435,0.005,7.26862,21.2169
1.445,0.005,7.26862,21.2169
1.455,0.005,7.26862,21.2169
1.465,0.005,7.26862,21.2169
1.475,0.005,7.26862,21.2169
1.485,0.005,7.26862,21.2169
1.495,0.005,7.26862,21.2169
1.505,0.005,7.26863,21.2169
1.515,0.005,7.26863,21.2169
1.525,0.005,7.26863,21.2169
1.535,0.005,7.26863,21.2169
1.545,0.005,7.26863,21.2169
1.555,0.005,7.26863,21.2169
1.565,0.005,7.26863,21.2169
1.575,0.005,7.26863,21.2169
1.585,0.005,7.26864,21.2169
1.595,0.005,7.26864,21.217
1.605,0.005,7.26864,21.217
1.615,0.005,7.26864,21.217
1.625,0.005,7.26864,21.217
1.635,0.005,7.26864,21.217
1.645,0.005,7.26864,21.217
1.655,0.005,7.26864,21.217
1.665,0.005,7.26864,21.217
1.675,0.005,7.26865,21.217
1.685,0.005,7.26865,21.217
1.695,0.005,7.26865,21.217
1.705,0.005,7.26865,21.217
1.715,0.005,7.26865,21.217
1.725,0.005,7.26865,21.217
1.735,0.005,7.26865,21.217
1.745,0.005,7.26865,21.217
1.755,0.005,7.26866,21.217
1.765,0.005,7.26866,21.217
1.775,0.005,7.26866,21.217
1.785,0.005,7.26866,21.217
1.795,0.005,7.26866,21.217
1.805,0.005,7.26866,21.217
1.815,0.005,7.26866,21.217
1.825,0.005,7.26866,21.217
1.835,0.005,7.26866,21.217
1.845,0.005,7.26867,21.217
1.855,0.005,7.26867,21.217
1.865,0.005,7.26867,21.217
1.875,0.005,7.26867,21.217
1.885,0.005,7.26867,21.2171
1.895,0.005,7.26867,21.2171
1.905,0.005,7.26867,21.2171
1.915,0.005,7.26867,21.2171
1.925,0.005,7.26868,21.2171
1.935,0.005,7.26868,21.2171
1.945,0.005,7.26868,21.2171
1.955,0.005,7.26868,21.2171
1.965,0.005,7.26868,21.2171
1.975,0.005,7.26868,21.2171
1.985,0.005,7.26868,21.2171
1.995,0.005,7.26869,21.2171
2.005,0.005,7.26869,21.2171
2.015,0.005,7.26869,21.2171
2.025,0.005,7.26869,21.2171
2.035,0.005,7.26869,21.2171
2.045,0.005,7.26869,21.2171
2.055,0.005,7.26869,21.2171
2.065,0.005,7.26869,21.2171
2.075,0.005,7.26869,21.2171
2.085,0.005,7.2687,21.2171
2.095,0.005,7.2687,21.2171
2.105,0.005,7.2687,21.2171
2.115,0.005,7.2687,21.2171
2.125,0.005,7.2687,21.2171
2.135,0.005,7.2687,21.2172
2.145,0.005,7.2687,21.2172
2.155,0.005,7.2687,21.2172
2.165,0.005,7.26871,21.2172
2.175,0.005,7.26871,21.2172
2.185,0.005,7.26871,21.2172
2.195,0.005,7.26871,21.2172
2.205,0.005,7.26871,21.2172
2.215,0.005,7.26871,21.2172
2.225,0.005,7.26871,21.2172
2.235,0.005,7.26872,21.2172
2.245,0.005,7.26872,21.2172
2.255,0.005,7.26872,21.2172
2.265,0.005,7.26872,21.2172
2.275,0.005,7.26872,21.2172
2.285,0.005,7.26872,21.2172
2.295,0.005,7.26872,21.2172
2.305,0.005,7.26872,21.2172
2.315,0.005,7.26872,21.2172
2.325,0.005,7.26872,21.2172
2.335,0.005,7.26873,21.2172
2.345,0.005,7.26873,21.2172
2.355,0.005,7.26873,21.2172
2.365,0.005,7.26873,21.2172
2.375,0.005,7.26873,21.2172
2.385,0.005,7.26873,21.2172
2.395,0.005,7.26873,21.2172
2.405,0.005,7.26873,21.2172
2.415,0.005,7.26873,21.2172
2.425,0.005,7.26874,21.2172
2.435,0.005,7.26874,21.2172
2.445,0.005,7.26874,21.2173
2.455,0.005,7.26874,21.2173
2.465,0.005,7.26874,21.2173
2.475,0.005,7.26874,21.2173
2.485,0.005,7.26874,21.2173
2.495,0.005,7.26874,21.2173
2.505,0.005,7.26874,21.2173
2.515,0.005,7.26874,21.2173
2.525,0.005,7.26875,21.2173
2.535,0.005,7.26875,21.2173
2.545,0.005,7.26875,21.2173
2.555,0.005,7.26875,21.2173
2.565,0.005,7.26875,21.2173
2.575,0.005,7.26875,21.2173
2.585,0.005,7.26875,21.2173
2.595,0.005,7.26875,21.2173
2.605,0.005,7.26875,21.2173
2.615,0.005,7.26876,21.2173
2.625,0.005,7.26876,21.2173
2.635,0.005,7.26876,21.2173
2.645,0.005,7.26876,21.2173
2.655,0.005,7.26876,21.2173
2.665,0.005,7.26876,21.2173
2.675,0.005,7.26876,21.2173
2.685,0.005,7.26876,21.2174
2.695,0.005,7.26877,21.2174
2.705,0.005,7.26877,21.2174
2.715,0.005,7.26877,21.2174
2.725,0.005,7.26877,21.2174
2.735,0.005,7.26877,21.2174
2.745,0.005,7.26877,21.2174
2.755,0.005,7.26877,21.2174
2.765,0.005,7.26877,21.2174
2.775,0.005,7.26877,21.2174
2.785,0.005,7.26877,21.2174
2.795,0.005,7.26877,21.2174
2.805,0.005,7.26878,21.2174
2.815,0.005,7.26878,21.2174
2.825,0.005,7.26878,21.2175
2.835,0.005,7.26878,21.2175
2.845,0.005,7.26878,21.2175
2.855,0.005,7.26878,21.2175
2.865,0.005,7.26878,21.2175
2.875,0.005,7.26878,21.2175
2.885,0.005,7.26878,21.2175
2.895,0.005,7.26878,21.2175
