x,y,height,momentum_x
0.005,0.005,9.24997,7.0015
0.015,0.005,9.23931,7.09484
0.025,0.005,9.22865,7.18806
0.035,0.005,9.21797,7.28117
0.045,0.005,9.2073,7.37417
0.055,0.005,9.19661,7.46704
0.065,0.005,9.18592,7.55979
0.075,0.005,9.17523,7.65242
0.085,0.005,9.16453,7.74491
0.095,0.005,9.15382,7.83726
0.105,0.005,9.14311,7.92948
0.115,0.005,9.1324,8.02155
0.125,0.005,9.12168,8.11347
0.135,0.005,9.11096,8.20525
0.145,0.005,9.10023,8.29687
0.155,0.005,9.08951,8.38832
0.165,0.005,9.07878,8.47962
0.175,0.005,9.06805,8.57075
0.185,0.005,9.05731,8.66172
0.195,0.005,9.04658,8.75252
0.205,0.005,9.03584,8.84315
0.215,0.005,9.02511,8.93362
0.225,0.005,9.01437,9.02391
0.235,0.005,9.00363,9.11403
0.245,0.005,8.9929,9.20396
0.255,0.005,8.98216,9.29372
0.265,0.005,8.97142,9.38329
0.275,0.005,8.96068,9.47267
0.285,0.005,8.94994,9.56186
0.295,0.005,8.93921,9.65087
0.305,0.005,8.92847,9.73969
0.315,0.005,8.91774,9.82831
0.325,0.005,8.90701,9.91674
0.335,0.005,8.89628,10.005
0.345,0.005,8.88555,10.093
0.355,0.005,8.87482,10.1809
0.365,0.005,8.8641,10.2685
0.375,0.005,8.85337,10.356
0.385,0.005,8.84265,10.4432
0.395,0.005,8.83194,10.5303
0.405,0.005,8.82122,10.6171
0.415,0.005,8.81051,10.7038
0.425,0.005,8.7998,10.7902
0.435,0.005,8.7891,10.8764
0.445,0.005,8.77839,10.9624
0.455,0.005,8.7677,11.0482
0.465,0.005,8.757,11.1338
0.475,0.005,8.74631,11.2192
0.485,0.005,8.73562,11.3044
0.495,0.005,8.72494,11.3893
0.505,0.005,8.71426,11.4741
0.515,0.005,8.70358,11.5586
0.525,0.005,8.69291,11.6429
0.535,0.005,8.68224,11.727
0.545,0.005,8.67158,11.8109
0.555,0.005,8.66092,11.8946
0.565,0.005,8.65027,11.978
0.575,0.005,8.63962,12.0613
0.585,0.005,8.62897,12.1443
0.595,0.005,8.61834,12.2271
0.605,0.005,8.6077,12.3096
0.615,0.005,8.59707,12.392
0.625,0.005,8.58645,12.4741
0.635,0.005,8.57583,12.556
0.645,0.005,8.56522,12.6377
0.655,0.005,8.55462,12.7192
0.665,0.005,8.54402,12.8004
0.675,0.005,8.53342,12.8814
0.685,0.005,8.52283,12.9622
0.695,0.005,8.51225,13.0427
0.705,0.005,8.50168,13.123
0.715,0.005,8.49111,13.2031
0.725,0.005,8.48054,13.283
0.735,0.005,8.46998,13.3626
0.745,0.005,8.45943,13.442
0.755,0.005,8.44889,13.5212
0.765,0.005,8.43835,13.6002
0.775,0.005,8.42782,13.6789
0.785,0.005,8.4173,13.7574
0.795,0.005,8.40678,13.8356
0.805,0.005,8.39627,13.9136
0.815,0.005,8.38577,13.9914
0.825,0.005,8.37527,14.069
0.835,0.005,8.36479,14.1463
0.845,0.005,8.35431,14.2234
0.855,0.005,8.34384,14.3002
0.865,0.005,8.33337,14.3768
0.875,0.005,8.32292,14.4532
0.885,0.005,8.31247,14.5294
0.895,0.005,8.30203,14.6053
0.905,0.005,8.2916,14.6809
0.915,0.005,8.28118,14.7564
0.925,0.005,8.27077,14.8315
0.935,0.005,8.26036,14.9065
0.945,0.005,8.24996,14.9812
0.955,0.005,8.23958,15.0557
0.965,0.005,8.2292,15.1299
0.975,0.005,8.21883,15.2039
0.985,0.005,8.20847,15.2776
0.995,0.005,8.19812,15.3511
1.005,0.005,8.18778,15.4243
1.015,0.005,8.17745,15.4973
1.025,0.005,8.16713,15.5701
1.035,0.005,8.15681,15.6426
1.045,0.005,8.14651,15.7149
1.055,0.005,8.13622,15.7869
1.065,0.005,8.12594,15.8586
1.075,0.005,8.11567,15.9302
1.085,0.005,8.10542,16.0014
1.095,0.005,8.09517,16.0724
1.105,0.005,8.08494,16.1432
1.115,0.005,8.07471,16.2137
1.125,0.005,8.0645,16.284
1.135,0.005,8.0543,16.3539
1.145,0.005,8.04412,16.4237
1.155,0.005,8.03395,16.4931
1.165,0.005,8.02379,16.5624
1.175,0.005,8.01364,16.6313
1.185,0.005,8.0035,16.7
1.195,0.005,7.99338,16.7685
1.205,0.005,7.98327,16.8366
1.215,0.005,7.97318,16.9046
1.225,0.005,7.9631,16.9722
1.235,0.005,7.95304,17.0396
1.245,0.005,7.94299,17.1067
1.255,0.005,7.93296,17.1735
1.265,0.005,7.92295,17.24
1.275,0.005,7.91295,17.3063
1.285,0.005,7.90297,17.3723
1.295,0.005,7.893,17.438
1.305,0.005,7.88305,17.5034
1.315,0.005,7.87312,17.5686
1.325,0.005,7.86321,17.6335
1.335,0.005,7.85332,17.698
1.345,0.005,7.84345,17.7623
1.355,0.005,7.8336,17.8263
1.365,0.005,7.82377,17.89
1.375,0.005,7.81396,17.9534
1.385,0.005,7.80417,18.0164
1.395,0.005,7.7944,18.0792
1.405,0.005,7.78466,18.1417
1.415,0.005,7.77495,18.2038
1.425,0.005,7.76525,18.2657
1.435,0.005,7.75559,18.3272
1.445,0.005,7.74595,18.3883
1.455,0.005,7.73634,18.4492
1.465,0.005,7.72676,18.5097
1.475,0.005,7.7172,18.5699
1.485,0.005,7.70768,18.6297
1.495,0.005,7.69819,18.6892
1.505,0.005,7.68874,18.7483
1.515,0.005,7.67931,18.807
1.525,0.005,7.66992,18.8654
1.535,0.005,7.66057,18.9234
1.545,0.005,7.65126,18.981
1.555,0.005,7.64199,19.0382
1.565,0.005,7.63276,19.095
1.575,0.005,7.62357,19.1514
1.585,0.005,7.61443,19.2074
1.595,0.005,7.60533,19.263
1.605,0.005,7.59628,19.3181
1.615,0.005,7.58729,19.3728
1.625,0.005,7.57834,19.427
1.635,0.005,7.56945,19.4808
1.645,0.005,7.56062,19.5341
1.655,0.005,7.55185,19.5869
1.665,0.005,7.54314,19.6391
1.675,0.005,7.53449,19.6909
1.685,0.005,7.52592,19.7421
1.695,0.005,7.51741,19.7928
1.705,0.005,7.50898,19.8429
1.715,0.005,7.50063,19.8924
1.725,0.005,7.49236,19.9413
1.735,0.005,7.48417,19.9896
1.745,0.005,7.47607,20.0373
1.755,0.005,7.46807,20.0843
1.765,0.005,7.46016,20.1306
1.775,0.005,7.45236,20.1763
1.785,0.005,7.44466,20.2212
1.795,0.005,7.43707,20.2654
1.805,0.005,7.42959,20.3088
1.815,0.005,7.42224,20.3514
1.825,0.005,7.41501,20.3931
1.835,0.005,7.40792,20.4341
1.845,0.005,7.40096,20.4741
1.855,0.005,7.39414,20.5133
1.865,0.005,7.38747,20.5516
1.875,0.005,7.38095,20.5889
1.885,0.005,7.37459,20.6252
1.895,0.005,7.36839,20.6605
1.905,0.005,7.36237,20.6948
1.915,0.005,7.35652,20.728
1.925,0.005,7.35084,20.7601
1.935,0.005,7.34536,20.7912
1.945,0.005,7.34006,20.8211
1.955,0.005,7.33496,20.8499
1.965,0.005,7.33006,20.8775
1.975,0.005,7.32535,20.9039
1.985,0.005,7.32086,20.9292
1.995,0.005,7.31657,20.9533
2.005,0.005,7.31249,20.9761
2.015,0.005,7.30862,20.9978
2.025,0.005,7.30496,21.0182
2.035,0.005,7.30151,21.0374
2.045,0.005,7.29827,21.0555
2.055,0.005,7.29525,21.0724
2.065,0.005,7.29242,21.0881
2.075,0.005,7.2898,21.1026
2.085,0.005,7.28738,21.1161
2.095,0.005,7.28515,21.1285
2.105,0.005,7.2831,21.1398
2.115,0.005,7.28123,21.1502
2.125,0.005,7.27954,21.1596
2.135,0.005,7.27801,21.168
2.145,0.005,7.27663,21.1757
2.155,0.005,7.2754,21.1825
2.165,0.005,7.27431,21.1885
2.175,0.005,7.27334,21.1938
2.185,0.005,7.2725,21.1985
2.195,0.005,7.27176,21.2026
2.205,0.005,7.27112,21.2061
2.215,0.005,7.27056,21.2092
2.225,0.005,7.27009,21.2118
2.235,0.005,7.2697,21.214
2.245,0.005,7.26936,21.2158
2.255,0.005,7.26909,21.2173
2.265,0.005,7.26886,21.2185
2.275,0.005,7.26868,21.2196
2.285,0.005,7.26853,21.2204
2.295,0.005,7.26842,21.221
2.305,0.005,7.26833,21.2214
2.315,0.005,7.26827,21.2218
2.325,0.005,7.26822,21.222
2.335,0.005,7.2682,21.2222
2.345,0.005,7.26818,21.2222
2.355,0.005,7.26817,21.2223
2.365,0.005,7.26818,21.2222
2.375,0.005,7.26819,21.2222
2.385,0.005,7.2682,21.2221
2.395,0.005,7.26822,21.222
2.405,0.005,7.26824,21.2219
2.415,0.005,7.26826,21.2218
2.425,0.005,7.26828,21.2216
2.435,0.005,7.26831,21.2215
2.445,0.005,7.26833,21.2214
2.455,0.005,7.26835,21.2212
2.465,0.005,7.26837,21.2211
2.475,0.005,7.2684,21.221
2.485,0.005,7.26842,21.2208
2.495,0.005,7.26844,21.2207
2.505,0.005,7.26846,21.2206
2.515,0.005,7.26848,21.2205
2.525,0.005,7.2685,21.2204
2.535,0.005,7.26851,21.2203
2.545,0.005,7.26853,21.2202
2.555,0.005,7.26854,21.2201
2.565,0.005,7.26856,21.22
2.575,0.005,7.26857,21.2199
2.585,0.005,7.26858,21.2199
2.595,0.005,7.26859,21.2198
2.605,0.005,7.2686,21.2197
2.615,0.005,7.26862,21.2196
2.625,0.005,7.26863,21.2196
2.635,0.005,7.26864,21.2195
2.645,0.005,7.26865,21.2194
2.655,0.005,7.26866,21.2194
2.665,0.005,7.26867,21.2193
2.675,0.005,7.26868,21.2193
2.685,0.005,7.26868,21.2192
2.695,0.005,7.26869,21.2192
2.705,0.005,7.2687,21.2191
2.715,0.005,7.26871,21.2191
2.725,0.005,7.26872,21.219
2.735,0.005,7.26873,21.219
2.745,0.005,7.26873,21.2189
2.755,0.005,7.26874,21.2189
2.765,0.005,7.26874,21.2189
2.775,0.005,7.26875,21.2188
2.785,0.005,7.26875,21.2188
2.795,0.005,7.26875,21.2188
2.805,0.005,7.26876,21.2188
2.815,0.005,7.26876,21.2187
2.825,0.005,7.26876,21.2187
2.835,0.005,7.26877,21.2187
2.845,0.005,7.26877,21.2187
2.855,0.005,7.26877,21.2186
2.865,0.005,7.26878,21.2186
2.875,0.005,7.26878,21.2186
2.885,0.005,7.26878,21.2186
2.895,0.005,7.26879,21.2185
2.905,0.005,7.26879,21.2185
2.915,0.005,7.2688,21.2185
2.925,0.005,7.2688,21.2184
2.935,0.005,7.2688,21.2184
2.945,0.005,7.26881,21.2184
2.955,0.005,7.26881,21.2184
2.965,0.005,7.26881,21.2183
2.975,0.005,7.26882,21.2183
2.985,0.005,7.26882,21.2183
2.995,0.005,7.26882,21.2183
3.005,0.005,7.26883,21.2182
3.015,0.005,7.26883,21.2182
3.025,0.005,7.26884,21.2182
3.035,0.005,7.26884,21.2182
3.045,0.005,7.26884,21.2181
3.055,0.005,7.26884,21.2181
3.065,0.005,7.26884,21.2181
3.075,0.005,7.26884,21.2181
3.085,0.005,7.26884,21.2181
3.095,0.005,7.26884,21.2181
3.105,0.005,7.26884,21.2181
3.115,0.005,7.26884,21.2181
3.125,0.005,7.26884,21.2181
3.135,0.005,7.26884,21.2181
3.145,0.005,7.26884,21.2181
3.155,0.005,7.26884,21.2181
3.165,0.005,7.26884,21.2181
3.175,0.005,7.26884,21.2181
3.185,0.005,7.26884,21.218
3.195,0.005,7.26884,21.218
3.205,0.005,7.26884,21.218
3.215,0.005,7.26884,21.218
3.225,0.005,7.26884,21.218
3.235,0.005,7.26884,21.218
3.245,0.005,7.26884,21.218
3.255,0.005,7.26884,21.218
3.265,0.005,7.26884,21.218
3.275,0.005,7.26885,21.218
3.285,0.005,7.26885,21.218
3.295,0.005,7.26885,21.218
3.305,0.005,7.26885,21.218
3.315,0.005,7.26885,21.2179
3.325,0.005,7.26885,21.2179
3.335,0.005,7.26885,21.2179
3.345,0.005,7.26885,21.2179
3.355,0.005,7.26885,21.2179
3.365,0.005,7.26885,21.2179
3.375,0.005,7.26885,21.2179
3.385,0.005,7.26885,21.2179
3.395,0.005,7.26885,21.2179
3.405,0.005,7.26885,21.2179
3.415,0.005,7.26885,21.2179
3.425,0.005,7.26885,21.2179
3.435,0.005,7.26885,21.2179
3.445,0.005,7.26885,21.2178
