x,y,height,momentum_x
0.005,0.005,9.02259,8.95385
0.015,0.005,9.01229,9.04043
0.025,0.005,9.00199,9.12684
0.035,0.005,8.99169,9.21309
0.045,0.005,8.98139,9.29916
0.055,0.005,8.97109,9.38507
0.065,0.005,8.9608,9.4708
0.075,0.005,8.9505,9.55636
0.085,0.005,8.9402,9.64174
0.095,0.005,8.92991,9.72694
0.105,0.005,8.91962,9.81197
0.115,0.005,8.90932,9.89681
0.125,0.005,8.89903,9.98148
0.135,0.005,8.88875,10.066
0.145,0.005,8.87846,10.1503
0.155,0.005,8.86817,10.2344
0.165,0.005,8.85789,10.3183
0.175,0.005,8.84761,10.4021
0.185,0.005,8.83733,10.4857
0.195,0.005,8.82706,10.569
0.205,0.005,8.81678,10.6522
0.215,0.005,8.80651,10.7352
0.225,0.005,8.79625,10.818
0.235,0.005,8.78598,10.9007
0.245,0.005,8.77572,10.9831
0.255,0.005,8.76546,11.0653
0.265,0.005,8.75521,11.1474
0.275,0.005,8.74496,11.2292
0.285,0.005,8.73471,11.3109
0.295,0.005,8.72447,11.3923
0.305,0.005,8.71423,11.4736
0.315,0.005,8.70399,11.5546
0.325,0.005,8.69376,11.6355
0.335,0.005,8.68353,11.7161
0.345,0.005,8.67331,11.7966
0.355,0.005,8.66309,11.8768
0.365,0.005,8.65288,11.9569
0.375,0.005,8.64267,12.0368
0.385,0.005,8.63246,12.1164
0.395,0.005,8.62226,12.1959
0.405,0.005,8.61207,12.2751
0.415,0.005,8.60187,12.3542
0.425,0.005,8.59169,12.433
0.435,0.005,8.58151,12.5116
0.445,0.005,8.57133,12.5901
0.455,0.005,8.56116,12.6683
0.465,0.005,8.55099,12.7463
0.475,0.005,8.54083,12.8241
0.485,0.005,8.53068,12.9017
0.495,0.005,8.52053,12.9791
0.505,0.005,8.51038,13.0563
0.515,0.005,8.50024,13.1333
0.525,0.005,8.49011,13.21
0.535,0.005,8.47999,13.2866
0.545,0.005,8.46986,13.3629
0.555,0.005,8.45975,13.4391
0.565,0.005,8.44964,13.515
0.575,0.005,8.43954,13.5907
0.585,0.005,8.42944,13.6662
0.595,0.005,8.41935,13.7415
0.605,0.005,8.40927,13.8166
0.615,0.005,8.39919,13.8914
0.625,0.005,8.38912,13.9661
0.635,0.005,8.37906,14.0405
0.645,0.005,8.369,14.1147
0.655,0.005,8.35895,14.1887
0.665,0.005,8.34891,14.2625
0.675,0.005,8.33888,14.336
0.685,0.005,8.32885,14.4094
0.695,0.005,8.31883,14.4825
0.705,0.005,8.30882,14.5554
0.715,0.005,8.29881,14.6281
0.725,0.005,8.28881,14.7006
0.735,0.005,8.27882,14.7729
0.745,0.005,8.26884,14.8449
0.755,0.005,8.25887,14.9168
0.765,0.005,8.2489,14.9884
0.775,0.005,8.23894,15.0597
0.785,0.005,8.22899,15.1309
0.795,0.005,8.21905,15.2018
0.805,0.005,8.20912,15.2726
0.815,0.005,8.19919,15.343
0.825,0.005,8.18928,15.4133
0.835,0.005,8.17937,15.4834
0.845,0.005,8.16947,15.5532
0.855,0.005,8.15958,15.6228
0.865,0.005,8.1497,15.6921
0.875,0.005,8.13983,15.7613
0.885,0.005,8.12997,15.8302
0.895,0.005,8.12012,15.8989
0.905,0.005,8.11028,15.9673
0.915,0.005,8.10046,16.0355
0.925,0.005,8.09064,16.1035
0.935,0.005,8.08083,16.1713
0.945,0.005,8.07103,16.2388
0.955,0.005,8.06124,16.3061
0.965,0.005,8.05147,16.3732
0.975,0.005,8.0417,16.44
0.985,0.005,8.03195,16.5066
0.995,0.005,8.02221,16.5729
1.005,0.005,8.01248,16.639
1.015,0.005,8.00276,16.7049
1.025,0.005,7.99305,16.7705
1.035,0.005,7.98336,16.8359
1.045,0.005,7.97368,16.9011
1.055,0.005,7.96401,16.966
1.065,0.005,7.95436,17.0307
1.075,0.005,7.94472,17.0951
1.085,0.005,7.93509,17.1592
1.095,0.005,7.92548,17.2231
1.105,0.005,7.91589,17.2868
1.115,0.005,7.9063,17.3502
1.125,0.005,7.89674,17.4133
1.135,0.005,7.88719,17.4762
1.145,0.005,7.87765,17.5389
1.155,0.005,7.86814,17.6012
1.165,0.005,7.85864,17.6634
1.175,0.005,7.84915,17.7252
1.185,0.005,7.83969,17.7868
1.195,0.005,7.83024,17.8481
1.205,0.005,7.82082,17.9091
1.215,0.005,7.81141,17.9699
1.225,0.005,7.80202,18.0304
1.235,0.005,7.79265,18.0906
1.245,0.005,7.78331,18.1505
1.255,0.005,7.77398,18.2101
1.265,0.005,7.76468,18.2695
1.275,0.005,7.7554,18.3285
1.285,0.005,7.74615,18.3873
1.295,0.005,7.73692,18.4457
1.305,0.005,7.72772,18.5038
1.315,0.005,7.71854,18.5616
1.325,0.005,7.70939,18.6192
1.335,0.005,7.70027,18.6763
1.345,0.005,7.69118,18.7332
1.355,0.005,7.68212,18.7897
1.365,0.005,7.67309,18.8459
1.375,0.005,7.6641,18.9018
1.385,0.005,7.65514,18.9573
1.395,0.005,7.64621,19.0124
1.405,0.005,7.63732,19.0672
1.415,0.005,7.62847,19.1216
1.425,0.005,7.61966,19.1757
1.435,0.005,7.61089,19.2293
1.445,0.005,7.60216,19.2826
1.455,0.005,7.59348,19.3354
1.465,0.005,7.58484,19.3879
1.475,0.005,7.57625,19.4399
1.485,0.005,7.56772,19.4915
1.495,0.005,7.55923,19.5427
1.505,0.005,7.5508,19.5934
1.515,0.005,7.54243,19.6437
1.525,0.005,7.53411,19.6934
1.535,0.005,7.52586,19.7427
1.545,0.005,7.51768,19.7915
1.555,0.005,7.50956,19.8398
1.565,0.005,7.50151,19.8875
1.575,0.005,7.49353,19.9347
1.585,0.005,7.48564,19.9813
1.595,0.005,7.47782,20.0273
1.605,0.005,7.47009,20.0728
1.615,0.005,7.46244,20.1176
1.625,0.005,7.45489,20.1618
1.635,0.005,7.44743,20.2053
1.645,0.005,7.44007,20.2482
1.655,0.005,7.43282,20.2903
1.665,0.005,7.42567,20.3318
1.675,0.005,7.41864,20.3725
1.685,0.005,7.41173,20.4124
1.695,0.005,7.40494,20.4515
1.705,0.005,7.39827,20.4898
1.715,0.005,7.39174,20.5273
1.725,0.005,7.38535,20.5639
1.735,0.005,7.3791,20.5997
1.745,0.005,7.373,20.6345
1.755,0.005,7.36705,20.6684
1.765,0.005,7.36126,20.7013
1.775,0.005,7.35564,20.7333
1.785,0.005,7.35018,20.7642
1.795,0.005,7.34489,20.7941
1.805,0.005,7.33978,20.823
1.815,0.005,7.33485,20.8508
1.825,0.005,7.3301,20.8775
1.835,0.005,7.32555,20.9031
1.845,0.005,7.32118,20.9277
1.855,0.005,7.31701,20.9511
1.865,0.005,7.31303,20.9734
1.875,0.005,7.30925,20.9945
1.885,0.005,7.30567,21.0145
1.895,0.005,7.30228,21.0334
1.905,0.005,7.2991,21.0512
1.915,0.005,7.29611,21.0678
1.925,0.005,7.29331,21.0834
1.935,0.005,7.2907,21.0979
1.945,0.005,7.28828,21.1114
1.955,0.005,7.28605,21.1238
1.965,0.005,7.28399,21.1352
1.975,0.005,7.2821,21.1457
1.985,0.005,7.28038,21.1552
1.995,0.005,7.27882,21.1639
2.005,0.005,7.2774,21.1717
2.015,0.005,7.27613,21.1787
2.025,0.005,7.27499,21.185
2.035,0.005,7.27398,21.1906
2.045,0.005,7.27308,21.1956
2.055,0.005,7.2723,21.1999
2.065,0.005,7.27161,21.2037
2.075,0.005,7.27101,21.207
2.085,0.005,7.2705,21.2098
2.095,0.005,7.27006,21.2123
2.105,0.005,7.26969,21.2143
2.115,0.005,7.26937,21.216
2.125,0.005,7.26911,21.2175
2.135,0.005,7.2689,21.2186
2.145,0.005,7.26872,21.2196
2.155,0.005,7.26858,21.2204
2.165,0.005,7.26847,21.221
2.175,0.005,7.26839,21.2214
2.185,0.005,7.26833,21.2218
2.195,0.005,7.26828,21.222
2.205,0.005,7.26826,21.2222
2.215,0.005,7.26824,21.2222
2.225,0.005,7.26823,21.2223
2.235,0.005,7.26823,21.2223
2.245,0.005,7.26824,21.2222
2.255,0.005,7.26825,21.2221
2.265,0.005,7.26827,21.222
2.275,0.005,7.26828,21.2219
2.285,0.005,7.2683,21.2218
2.295,0.005,7.26832,21.2217
2.305,0.005,7.26834,21.2216
2.315,0.005,7.26836,21.2215
2.325,0.005,7.26839,21.2213
2.335,0.005,7.26841,21.2212
2.345,0.005,7.26843,21.2211
2.355,0.005,7.26845,21.221
2.365,0.005,7.26847,21.2208
2.375,0.005,7.26849,21.2207
2.385,0.005,7.26851,21.2206
2.395,0.005,7.26852,21.2205
2.405,0.005,7.26854,21.2204
2.415,0.005,7.26855,21.2203
2.425,0.005,7.26857,21.2203
2.435,0.005,7.26858,21.2202
2.445,0.005,7.26859,21.2201
2.455,0.005,7.2686,21.22
2.465,0.005,7.26862,21.22
2.475,0.005,7.26863,21.2199
2.485,0.005,7.26864,21.2198
2.495,0.005,7.26865,21.2198
2.505,0.005,7.26866,21.2197
2.515,0.005,7.26867,21.2196
2.525,0.005,7.26868,21.2196
2.535,0.005,7.26869,21.2195
2.545,0.005,7.2687,21.2195
2.555,0.005,7.2687,21.2194
2.565,0.005,7.26871,21.2194
2.575,0.005,7.26872,21.2193
2.585,0.005,7.26873,21.2193
2.595,0.005,7.26874,21.2192
2.605,0.005,7.26874,21.2192
2.615,0.005,7.26875,21.2191
2.625,0.005,7.26875,21.2191
2.635,0.005,7.26876,21.2191
2.645,0.005,7.26876,21.219
2.655,0.005,7.26876,21.219
2.665,0.005,7.26877,21.219
2.675,0.005,7.26877,21.219
2.685,0.005,7.26877,21.2189
2.695,0.005,7.26878,21.2189
2.705,0.005,7.26878,21.2189
2.715,0.005,7.26878,21.2188
2.725,0.005,7.26879,21.2188
2.735,0.005,7.26879,21.2188
2.745,0.005,7.26879,21.2188
2.755,0.005,7.2688,21.2187
2.765,0.005,7.2688,21.2187
2.775,0.005,7.2688,21.2187
2.785,0.005,7.26881,21.2187
2.795,0.005,7.26881,21.2186
2.805,0.005,7.26882,21.2186
2.815,0.005,7.26882,21.2186
2.825,0.005,7.26882,21.2186
2.835,0.005,7.26883,21.2185
2.845,0.005,7.26883,21.2185
2.855,0.005,7.26883,21.2185
2.865,0.005,7.26884,21.2185
2.875,0.005,7.26884,21.2184
2.885,0.005,7.26884,21.2184
2.895,0.005,7.26885,21.2184
2.905,0.005,7.26885,21.2184
2.915,0.005,7.26885,21.2183
2.925,0.005,7.26885,21.2183
2.935,0.005,7.26885,21.2183
2.945,0.005,7.26885,21.2183
2.955,0.005,7.26885,21.2183
2.965,0.005,7.26885,21.2183
2.975,0.005,7.26885,21.2183
2.985,0.005,7.26885,21.2183
2.995,0.005,7.26885,21.2183
3.005,0.005,7.26885,21.2183
3.015,0.005,7.26885,21.2183
3.025,0.005,7.26885,21.2183
3.035,0.005,7.26885,21.2183
3.045,0.005,7.26885,21.2182
3.055,0.005,7.26885,21.2182
3.065,0.005,7.26885,21.2182
3.075,0.005,7.26885,21.2182
3.085,0.005,7.26885,21.2182
3.095,0.005,7.26885,21.2182
3.105,0.005,7.26885,21.2182
3.115,0.005,7.26885,21.2182
3.125,0.005,7.26885,21.2182
3.135,0.005,7.26886,21.2182
3.145,0.005,7.26886,21.2182
3.155,0.005,7.26886,21.2182
3.165,0.005,7.26886,21.2182
3.175,0.005,7.26886,21.2182
3.185,0.005,7.26886,21.2181
3.195,0.005,7.26886,21.2181
3.205,0.005,7.26886,21.2181
3.215,0.005,7.26886,21.2181
3.225,0.005,7.26886,21.2181
3.235,0.005,7.26886,21.2181
3.245,0.005,7.26886,21.2181
3.255,0.005,7.26886,21.2181
3.265,0.005,7.26886,21.2181
3.275,0.005,7.26886,21.2181
3.285,0.005,7.26886,21.2181
3.295,0.005,7.26886,21.2181
3.305,0.005,7.26886,21.2181
3.315,0.005,7.26886,21.218
3.325,0.005,7.26886,21.218
3.335,0.005,7.26886,21.218
3.345,0.005,7.26886,21.218
3.355,0.005,7.26886,21.218
3.365,0.005,7.26886,21.218
3.375,0.005,7.26886,21.218
3.385,0.005,7.26886,21.218
3.395,0.005,7.26886,21.218
3.405,0.005,7.26886,21.218
3.415,0.005,7.26886,21.218
3.425,0.005,7.26886,21.218
3.435,0.005,7.26886,21.218
3.445,0.005,7.26886,21.2179
3.455,0.005,7.26886,21.2179
3.465,0.005,7.26886,21.2179
3.475,0.005,7.26886,21.2179
3.485,0.005,7.26886,21.2179
3.495,0.005,7.26886,21.2179
3.505,0.005,7.26886,21.2179
3.515,0.005,7.26886,21.2179
3.525,0.005,7.26886,21.2179
3.535,0.005,7.26886,21.2179
3.545,0.005,7.26886,21.2179
3.555,0.005,7.26886,21.2179
3.565,0.005,7.26886,21.2179
3.575,0.005,7.26886,21.2179
3.585,0.005,7.26886,21.2179
3.595,0.005,7.26886,21.2178
3.605,0.005,7.26886,21.2178
3.615,0.005,7.26887,21.2178
3.625,0.005,7.26887,21.2178
3.635,0.005,7.26887,21.2178
3.645,0.005,7.26887,21.2178
3.655,0.005,7.26887,21.2178
3.665,0.005,7.26887,21.2178
3.675,0.005,7.26887,21.2178
3.685,0.005,7.26887,21.2178
3.695,0.005,7.26887,21.2178
3.705,0.005,7.26887,21.2178
3.715,0.005,7.26887,21.2177
3.725,0.005,7.26887,21.2177
3.735,0.005,7.26887,21.2177
3.745,0.005,7.26887,21.2177
3.755,0.005,7.26887,21.2177
3.765,0.005,7.26887,21.2177
3.775,0.005,7.26887,21.2177
3.785,0.005,7.26887,21.2177
3.795,0.005,7.26887,21.2177
3.805,0.005,7.26887,21.2177
3.815,0.005,7.26887,21.2177
3.825,0.005,7.26887,21.2177
3.835,0.005,7.26887,21.2177
3.845,0.005,7.26887,21.2177
3.855,0.005,7.26887,21.2177
3.865,0.005,7.26887,21.2177
3.875,0.005,7.26887,21.2176
3.885,0.005,7.26887,21.2176
3.895,0.005,7.26887,21.2176
3.905,0.005,7.26887,21.2176
3.915,0.005,7.26887,21.2176
3.925,0.005,7.26887,21.2176
3.935,0.005,7.26887,21.2176
3.945,0.005,7.26887,21.2176
3.955,0.005,7.26887,21.2176
3.965,0.005,7.26887,21.2176
3.975,0.005,7.26887,21.2176
3.985,0.005,7.26887,21.2176
3.995,0.005,7.26887,21.2176
4.005,0.005,7.26887,21.2176
4.015,0.005,7.26887,21.2176
4.025,0.005,7.26887,21.2176
4.035,0.005,7.26887,21.2175
4.045,0.005,7.26887,21.2175
4.055,0.005,7.26887,21.2175
4.065,0.005,7.26887,21.2175
4.075,0.005,7.26887,21.2175
4.085,0.005,7.26887,21.2175
4.095,0.005,7.26887,21.2175
4.105,0.005,7.26887,21.2175
4.115,0.005,7.26887,21.2175
4.125,0.005,7.26887,21.2175
4.135,0.005,7.26887,21.2175
4.145,0.005,7.26887,21.2175
4.155,0.005,7.26887,21.2175
4.165,0.005,7.26887,21.2175
4.175,0.005,7.26887,21.2175
4.185,0.005,7.26887,21.2175
4.195,0.005,7.26887,21.2175
4.205,0.005,7.26887,21.2175
4.215,0.005,7.26887,21.2175
4.225,0.005,7.26887,21.2175
4.235,0.005,7.26887,21.2175
4.245,0.005,7.26887,21.2174
4.255,0.005,7.26887,21.2174
4.265,0.005,7.26887,21.2174
4.275,0.005,7.26887,21.2174
4.285,0.005,7.26887,21.2174
4.295,0.005,7.26887,21.2174
4.305,0.005,7.26887,21.2174
4.315,0.005,7.26887,21.2174
4.325,0.005,7.26887,21.2174
4.335,0.005,7.26887,21.2174
4.345,0.005,7.26887,21.2174
4.355,0.005,7.26887,21.2174
4.365,0.005,7.26887,21.2174
4.375,0.005,7.26887,21.2174
4.385,0.005,7.26887,21.2174
4.395,0.005,7.26887,21.2174
4.405,0.005,7.26887,21.2173
4.415,0.005,7.26887,21.2173
4.425,0.005,7.26887,21.2173
4.435,0.005,7.26887,21.2173
4.445,0.005,7.26887,21.2173
4.455,0.005,7.26887,21.2173
4.465,0.005,7.26887,21.2173
4.475,0.005,7.26887,21.2173
4.485,0.005,7.26887,21.2173
4.495,0.005,7.26887,21.2173
4.505,0.005,7.26887,21.2173
4.515,0.005,7.26887,21.2173
4.525,0.005,7.26887,21.2173
4.535,0.005,7.26887,21.2173
4.545,0.005,7.26886,21.2173
4.555,0.005,7.26886,21.2173
4.565,0.005,7.26886,21.2173
4.575,0.005,7.26886,21.2173
4.585,0.005,7.26886,21.2173
4.595,0.005,7.26886,21.2173
4.605,0.005,7.26886,21.2172
4.615,0.005,7.26886,21.2172
4.625,0.005,7.26886,21.2172
4.635,0.005,7.26886,21.2172
4.645,0.005,7.26886,21.2172
4.655,0.005,7.26886,21.2172
4.665,0.005,7.26886,21.2172
4.675,0.005,7.26886,21.2172
4.685,0.005,7.26886,21.2172
4.695,0.005,7.26886,21.2172
4.705,0.005,7.26886,21.2172
4.715,0.005,7.26886,21.2172
4.725,0.005,7.26886,21.2172
4.735,0.005,7.26886,21.2172
4.745,0.005,7.26886,21.2172
4.755,0.005,7.26886,21.2172
4.765,0.005,7.26886,21.2172
4.775,0.005,7.26886,21.2172
4.785,0.005,7.26886,21.2171
4.795,0.005,7.26886,21.2171
4.805,0.005,7.26886,21.2171
4.815,0.005,7.26886,21.2171
4.825,0.005,7.26886,21.2171
4.835,0.005,7.26886,21.2171
4.845,0.005,7.26886,21.2171
4.855,0.005,7.26886,21.2171
4.865,0.005,7.26886,21.2171
4.875,0.005,7.26886,21.2171
4.885,0.005,7.26886,21.2171
