x,y,height,momentum_x
0.005,0.005,9.61566,3.6944
0.015,0.005,9.60523,3.79161
0.025,0.005,9.59474,3.88918
0.035,0.005,9.58419,3.98709
0.045,0.005,9.5736,4.0853
0.055,0.005,9.56296,4.1838
0.065,0.005,9.55227,4.28255
0.075,0.005,9.54153,4.38154
0.085,0.005,9.53076,4.48075
0.095,0.005,9.51994,4.58014
0.105,0.005,9.50908,4.67971
0.115,0.005,9.49819,4.77943
0.125,0.005,9.48726,4.87929
0.135,0.005,9.4763,4.97928
0.145,0.005,9.46531,5.07936
0.155,0.005,9.45429,5.17953
0.165,0.005,9.44324,5.27977
0.175,0.005,9.43216,5.38006
0.185,0.005,9.42106,5.48041
0.195,0.005,9.40993,5.58078
0.205,0.005,9.39878,5.68117
0.215,0.005,9.38761,5.78157
0.225,0.005,9.37641,5.88196
0.235,0.005,9.3652,5.98234
0.245,0.005,9.35397,6.08269
0.255,0.005,9.34272,6.183
0.265,0.005,9.33145,6.28327
0.275,0.005,9.32017,6.38349
0.285,0.005,9.30888,6.48364
0.295,0.005,9.29756,6.58373
0.305,0.005,9.28624,6.68372
0.315,0.005,9.2749,6.78363
0.325,0.005,9.26355,6.88345
0.335,0.005,9.25219,6.98316
0.345,0.005,9.24082,7.08277
0.355,0.005,9.22944,7.18226
0.365,0.005,9.21805,7.28163
0.375,0.005,9.20666,7.38088
0.385,0.005,9.19525,7.47999
0.395,0.005,9.18384,7.57897
0.405,0.005,9.17242,7.67781
0.415,0.005,9.16099,7.7765
0.425,0.005,9.14956,7.87503
0.435,0.005,9.13812,7.97341
0.445,0.005,9.12668,8.07162
0.455,0.005,9.11523,8.16967
0.465,0.005,9.10378,8.26755
0.475,0.005,9.09232,8.36527
0.485,0.005,9.08086,8.46281
0.495,0.005,9.0694,8.56016
0.505,0.005,9.05794,8.65733
0.515,0.005,9.04648,8.75431
0.525,0.005,9.03501,8.8511
0.535,0.005,9.02354,8.94771
0.545,0.005,9.01207,9.04412
0.555,0.005,9.0006,9.14033
0.565,0.005,8.98912,9.23634
0.575,0.005,8.97765,9.33214
0.585,0.005,8.96618,9.42774
0.595,0.005,8.9547,9.52313
0.605,0.005,8.94323,9.6183
0.615,0.005,8.93176,9.71325
0.625,0.005,8.92029,9.80799
0.635,0.005,8.90882,9.90252
0.645,0.005,8.89735,9.99683
0.655,0.005,8.88589,10.0909
0.665,0.005,8.87442,10.1848
0.675,0.005,8.86296,10.2784
0.685,0.005,8.8515,10.3718
0.695,0.005,8.84004,10.465
0.705,0.005,8.82859,10.558
0.715,0.005,8.81714,10.6507
0.725,0.005,8.80569,10.7432
0.735,0.005,8.79424,10.8355
0.745,0.005,8.7828,10.9275
0.755,0.005,8.77137,11.0193
0.765,0.005,8.75993,11.1108
0.775,0.005,8.7485,11.2021
0.785,0.005,8.73707,11.2932
0.795,0.005,8.72565,11.3841
0.805,0.005,8.71423,11.4746
0.815,0.005,8.70282,11.565
0.825,0.005,8.69141,11.6551
0.835,0.005,8.68001,11.7449
0.845,0.005,8.66861,11.8346
0.855,0.005,8.65722,11.9239
0.865,0.005,8.64583,12.013
0.875,0.005,8.63445,12.1019
0.885,0.005,8.62307,12.1905
0.895,0.005,8.6117,12.2788
0.905,0.005,8.60034,12.367
0.915,0.005,8.58898,12.4548
