x,y,height,momentum_x
0.005,0.005,9.36967,5.94147
0.015,0.005,9.35892,6.03761
0.025,0.005,9.34816,6.13371
0.035,0.005,9.33738,6.22977
0.045,0.005,9.32658,6.32577
0.055,0.005,9.31578,6.42172
0.065,0.005,9.30496,6.51759
0.075,0.005,9.29412,6.61339
0.085,0.005,9.28328,6.70911
0.095,0.005,9.27242,6.80474
0.105,0.005,9.26156,6.90029
0.115,0.005,9.25068,6.99573
0.125,0.005,9.2398,7.09106
0.135,0.005,9.22891,7.18629
0.145,0.005,9.21801,7.28139
0.155,0.005,9.2071,7.37638
0.165,0.005,9.19618,7.47125
0.175,0.005,9.18526,7.56599
0.185,0.005,9.17434,7.66059
0.195,0.005,9.1634,7.75506
0.205,0.005,9.15247,7.84938
0.215,0.005,9.14153,7.94355
0.225,0.005,9.13058,8.03758
0.235,0.005,9.11963,8.13145
0.245,0.005,9.10868,8.22517
0.255,0.005,9.09772,8.31873
0.265,0.005,9.08676,8.41213
0.275,0.005,9.0758,8.50536
0.285,0.005,9.06483,8.59842
0.295,0.005,9.05387,8.69132
0.305,0.005,9.0429,8.78403
0.315,0.005,9.03193,8.87657
0.325,0.005,9.02096,8.96893
0.335,0.005,9.00999,9.0611
0.345,0.005,8.99901,9.1531
0.355,0.005,8.98804,9.24491
0.365,0.005,8.97707,9.33652
0.375,0.005,8.9661,9.42796
0.385,0.005,8.95513,9.51919
0.395,0.005,8.94416,9.61023
0.405,0.005,8.93319,9.70107
0.415,0.005,8.92222,9.79171
0.425,0.005,8.91125,9.88216
0.435,0.005,8.90029,9.97242
0.445,0.005,8.88932,10.0625
0.455,0.005,8.87836,10.1523
0.465,0.005,8.8674,10.2419
0.475,0.005,8.85644,10.3313
0.485,0.005,8.84549,10.4206
0.495,0.005,8.83453,10.5096
0.505,0.005,8.82358,10.5983
0.515,0.005,8.81263,10.6869
0.525,0.005,8.80169,10.7753
0.535,0.005,8.79075,10.8634
0.545,0.005,8.77981,10.9513
0.555,0.005,8.76888,11.0391
0.565,0.005,8.75795,11.1265
0.575,0.005,8.74702,11.2138
0.585,0.005,8.7361,11.3009
0.595,0.005,8.72518,11.3877
0.605,0.005,8.71426,11.4743
0.615,0.005,8.70335,11.5607
0.625,0.005,8.69244,11.6469
0.635,0.005,8.68154,11.7328
0.645,0.005,8.67064,11.8185
0.655,0.005,8.65975,11.904
0.665,0.005,8.64886,11.9892
0.675,0.005,8.63798,12.0743
0.685,0.005,8.62711,12.1591
0.695,0.005,8.61623,12.2437
0.705,0.005,8.60537,12.328
0.715,0.005,8.59451,12.4121
0.725,0.005,8.58365,12.496
0.735,0.005,8.5728,12.5796
0.745,0.005,8.56196,12.663
0.755,0.005,8.55112,12.7462
0.765,0.005,8.54029,12.8291
0.775,0.005,8.52946,12.9118
0.785,0.005,8.51864,12.9943
0.795,0.005,8.50783,13.0765
0.805,0.005,8.49702,13.1585
0.815,0.005,8.48622,13.2402
0.825,0.005,8.47543,13.3217
0.835,0.005,8.46464,13.403
0.845,0.005,8.45386,13.4841
0.855,0.005,8.44309,13.5648
0.865,0.005,8.43232,13.6454
0.875,0.005,8.42156,13.7257
0.885,0.005,8.41081,13.8058
0.895,0.005,8.40007,13.8856
0.905,0.005,8.38933,13.9652
0.915,0.005,8.3786,14.0445
0.925,0.005,8.36788,14.1236
0.935,0.005,8.35717,14.2024
0.945,0.005,8.34647,14.281
0.955,0.005,8.33577,14.3594
0.965,0.005,8.32508,14.4375
0.975,0.005,8.3144,14.5153
0.985,0.005,8.30373,14.5929
0.995,0.005,8.29307,14.6703
1.005,0.005,8.28241,14.7474
1.015,0.005,8.27177,14.8243
1.025,0.005,8.26114,14.9009
1.035,0.005,8.25051,14.9772
1.045,0.005,8.23989,15.0533
1.055,0.005,8.22929,15.1292
1.065,0.005,8.21869,15.2048
1.075,0.005,8.2081,15.2801
1.085,0.005,8.19752,15.3552
1.095,0.005,8.18695,15.4301
1.105,0.005,8.1764,15.5047
1.115,0.005,8.16585,15.579
1.125,0.005,8.15532,15.6531
1.135,0.005,8.14479,15.7269
1.145,0.005,8.13428,15.8004
1.155,0.005,8.12377,15.8737
1.165,0.005,8.11328,15.9467
1.175,0.005,8.1028,16.0195
1.185,0.005,8.09234,16.092
1.195,0.005,8.08188,16.1642
1.205,0.005,8.07144,16.2362
1.215,0.005,8.06101,16.3079
1.225,0.005,8.05059,16.3793
1.235,0.005,8.04019,16.4504
1.245,0.005,8.0298,16.5213
1.255,0.005,8.01942,16.5919
1.265,0.005,8.00906,16.6623
1.275,0.005,7.99871,16.7323
1.285,0.005,7.98838,16.8021
1.295,0.005,7.97806,16.8716
1.305,0.005,7.96775,16.9409
1.315,0.005,7.95746,17.0098
1.325,0.005,7.94719,17.0785
1.335,0.005,7.93694,17.1469
1.345,0.005,7.9267,17.215
1.355,0.005,7.91647,17.2828
1.365,0.005,7.90627,17.3503
1.375,0.005,7.89608,17.4175
1.385,0.005,7.88591,17.4845
1.395,0.005,7.87577,17.5511
1.405,0.005,7.86564,17.6174
1.415,0.005,7.85553,17.6835
1.425,0.005,7.84544,17.7492
1.435,0.005,7.83537,17.8146
1.445,0.005,7.82532,17.8797
1.455,0.005,7.8153,17.9445
1.465,0.005,7.8053,18.009
1.475,0.005,7.79533,18.0732
1.485,0.005,7.78538,18.137
1.495,0.005,7.77545,18.2005
1.505,0.005,7.76555,18.2636
1.515,0.005,7.75568,18.3265
1.525,0.005,7.74584,18.3889
1.535,0.005,7.73602,18.4511
1.545,0.005,7.72624,18.5128
1.555,0.005,7.71649,18.5743
