x,y,height,momentum_x
0.005,0.005,7.2685,21.2164
0.015,0.005,7.2685,21.2164
0.025,0.005,7.2685,21.2164
0.035,0.005,7.2685,21.2164
0.045,0.005,7.2685,21.2164
0.055,0.005,7.2685,21.2164
0.065,0.005,7.2685,21.2164
0.075,0.005,7.2685,21.2164
0.085,0.005,7.2685,21.2164
0.095,0.005,7.2685,21.2164
0.105,0.005,7.26851,21.2164
0.115,0.005,7.26851,21.2164
0.125,0.005,7.26851,21.2164
0.135,0.005,7.26851,21.2164
0.145,0.005,7.26851,21.2164
0.155,0.005,7.26851,21.2164
0.165,0.005,7.26851,21.2164
0.175,0.005,7.26851,21.2164
0.185,0.005,7.26851,21.2164
0.195,0.005,7.26851,21.2164
0.205,0.005,7.26851,21.2164
0.215,0.005,7.26851,21.2163
0.225,0.005,7.26851,21.2163
0.235,0.005,7.26851,21.2163
0.245,0.005,7.26851,21.2163
0.255,0.005,7.26851,21.2163
0.265,0.005,7.26851,21.2163
0.275,0.005,7.26851,21.2163
0.285,0.005,7.26851,21.2163
0.295,0.005,7.26851,21.2163
0.305,0.005,7.26851,21.2163
0.315,0.005,7.26852,21.2163
0.325,0.005,7.26852,21.2163
0.335,0.005,7.26852,21.2163
0.345,0.005,7.26852,21.2163
0.355,0.005,7.26852,21.2163
0.365,0.005,7.26852,21.2163
0.375,0.005,7.26852,21.2163
0.385,0.005,7.26852,21.2163
0.395,0.005,7.26852,21.2163
0.405,0.005,7.26852,21.2163
0.415,0.005,7.26852,21.2163
0.425,0.005,7.26852,21.2163
0.435,0.005,7.26852,21.2163
0.445,0.005,7.26852,21.2163
0.455,0.005,7.26852,21.2163
0.465,0.005,7.26852,21.2163
0.475,0.005,7.26852,21.2162
0.485,0.005,7.26852,21.2162
0.495,0.005,7.26852,21.2162
0.505,0.005,7.26852,21.2162
0.515,0.005,7.26852,21.2162
0.525,0.005,7.26853,21.2162
0.535,0.005,7.26853,21.2162
0.545,0.005,7.26853,21.2162
0.555,0.005,7.26853,21.2162
0.565,0.005,7.26853,21.2162
0.575,0.005,7.26853,21.2162
0.585,0.005,7.26853,21.2162
0.595,0.005,7.26853,21.2162
0.605,0.005,7.26853,21.2162
0.615,0.005,7.26853,21.2162
0.625,0.005,7.26853,21.2162
0.635,0.005,7.26853,21.2162
0.645,0.005,7.26853,21.2162
0.655,0.005,7.26853,21.2162
0.665,0.005,7.26853,21.2162
0.675,0.005,7.26853,21.2162
0.685,0.005,7.26853,21.2162
0.695,0.005,7.26853,21.2162
0.705,0.005,7.26853,21.2162
0.715,0.005,7.26853,21.2162
0.725,0.005,7.26853,21.2162
0.735,0.005,7.26854,21.2162
0.745,0.005,7.26854,21.2161
0.755,0.005,7.26854,21.2161
0.765,0.005,7.26854,21.2161
0.775,0.005,7.26854,21.2161
0.785,0.005,7.26854,21.2161
0.795,0.005,7.26854,21.2161
0.805,0.005,7.26854,21.2161
0.815,0.005,7.26854,21.2161
0.825,0.005,7.26854,21.2161
0.835,0.005,7.26854,21.2161
0.845,0.005,7.26854,21.2161
0.855,0.005,7.26854,21.2161
0.865,0.005,7.26854,21.2161
0.875,0.005,7.26854,21.2161
0.885,0.005,7.26854,21.2161
0.895,0.005,7.26854,21.2161
0.905,0.005,7.26854,21.2161
0.915,0.005,7.26854,21.2161
0.925,0.005,7.26854,21.2161
0.935,0.005,7.26855,21.2161
0.945,0.005,7.26855,21.2161
0.955,0.005,7.26855,21.2161
0.965,0.005,7.26855,21.2161
0.975,0.005,7.26855,21.2161
0.985,0.005,7.26855,21.2161
0.995,0.005,7.26855,21.2161
1.005,0.005,7.26855,21.2161
1.015,0.005,7.26855,21.2161
1.025,0.005,7.26855,21.2161
1.035,0.005,7.26855,21.2161
1.045,0.005,7.26855,21.2161
1.055,0.005,7.26855,21.2161
1.065,0.005,7.26855,21.2161
1.075,0.005,7.26855,21.216
1.085,0.005,7.26855,21.216
1.095,0.005,7.26855,21.216
1.105,0.005,7.26855,21.216
1.115,0.005,7.26855,21.216
1.125,0.005,7.26856,21.216
1.135,0.005,7.26856,21.216
1.145,0.005,7.26856,21.216
1.155,0.005,7.26856,21.216
1.165,0.005,7.26856,21.216
1.175,0.005,7.26856,21.216
1.185,0.005,7.26856,21.216
1.195,0.005,7.26856,21.216
1.205,0.005,7.26856,21.216
1.215,0.005,7.26856,21.216
1.225,0.005,7.26856,21.216
1.235,0.005,7.26856,21.216
1.245,0.005,7.26856,21.216
1.255,0.005,7.26856,21.216
1.265,0.005,7.26856,21.216
1.275,0.005,7.26856,21.216
1.285,0.005,7.26856,21.216
1.295,0.005,7.26856,21.216
1.305,0.005,7.26856,21.216
1.315,0.005,7.26857,21.216
1.325,0.005,7.26857,21.216
1.335,0.005,7.26857,21.216
1.345,0.005,7.26857,21.216
1.355,0.005,7.26857,21.216
1.365,0.005,7.26857,21.216
1.375,0.005,7.26857,21.216
1.385,0.005,7.26857,21.216
1.395,0.005,7.26857,21.216
1.405,0.005,7.26857,21.216
1.415,0.005,7.26857,21.216
1.425,0.005,7.26857,21.216
1.435,0.005,7.26857,21.216
1.445,0.005,7.26857,21.216
1.455,0.005,7.26857,21.216
1.465,0.005,7.26857,21.216
1.475,0.005,7.26857,21.2159
1.485,0.005,7.26857,21.2159
1.495,0.005,7.26857,21.2159
1.505,0.005,7.26857,21.2159
1.515,0.005,7.26858,21.2159
1.525,0.005,7.26858,21.2159
1.535,0.005,7.26858,21.2159
1.545,0.005,7.26858,21.2159
1.555,0.005,7.26858,21.2159
1.565,0.005,7.26858,21.2159
1.575,0.005,7.26858,21.2159
1.585,0.005,7.26858,21.2159
1.595,0.005,7.26858,21.2159
1.605,0.005,7.26858,21.2159
1.615,0.005,7.26858,21.2159
1.625,0.005,7.26858,21.2159
1.635,0.005,7.26858,21.2159
1.645,0.005,7.26858,21.2159
1.655,0.005,7.26858,21.2159
1.665,0.005,7.26858,21.2159
1.675,0.005,7.26858,21.2159
1.685,0.005,7.26858,21.2159
1.695,0.005,7.26858,21.2159
1.705,0.005,7.26858,21.2159
1.715,0.005,7.26858,21.2159
1.725,0.005,7.26859,21.2159
1.735,0.005,7.26859,21.2159
1.745,0.005,7.26859,21.2159
1.755,0.005,7.26859,21.2159
1.765,0.005,7.26859,21.2159
1.775,0.005,7.26859,21.2159
1.785,0.005,7.26859,21.2159
1.795,0.005,7.26859,21.2159
1.805,0.005,7.26859,21.2159
1.815,0.005,7.26859,21.2159
1.825,0.005,7.26859,21.2159
1.835,0.005,7.26859,21.2159
1.845,0.005,7.26859,21.2159
